reviewer_id,reviewer_skin_tone,reviewer_skin_type,reviewer_eye_color,reviewer_hair_color
25719609882,lightMedium,dry,blue,blonde
2498702224,fair,dry,hazel,brown
2244881803,lightMedium,normal,brown,brown
2763114831,lightMedium,combination,brown,black
9050662998,fair,oily,blue,brown
5609418192,mediumTan,combination,brown,blonde
6010314952,fairLight,combination,brown,blonde
1039472096,light,combination,green,blonde
2359175056,light,oily,brown,red
1943103591,light,normal,brown,brown
30792904366,light,combination,brown,brown
10171071994,light,combination,brown,black
42775478177,lightMedium,combination,blue,blonde
9359038582,light,normal,brown,brown
2358092472,light,combination,blue,blonde
26352976596,fair,dry,blue,blonde
33893650522,fair,normal,green,blonde
29018293383,light,combination,brown,brown
42778143068,light,oily,brown,black
42833890070,fair,normal,blue,blonde
11829253893,fair,normal,blue,brown
34886849864,light,normal,brown,brown
22846750801,light,combination,brown,brown
10755430825,fair,combination,brown,brown
5660435354,light,combination,brown,blonde
9521896483,light,combination,blue,brown
11599402129,fair,combination,green,brown
5104408918,fairLight,dry,blue,brown
2006253136,light,oily,brown,black
9313813282,tan,normal,brown,black
9211448802,lightMedium,combination,green,blonde
9915583654,light,combination,brown,black
1022387210,mediumTan,normal,brown,brown
1482972083,mediumTan,combination,green,blonde
22752106746,medium,normal,brown,blonde
13034718210,light,dry,blue,blonde
1513533840,lightMedium,combination,brown,brown
938190977,fair,combination,blue,blonde
9794749087,fair,dry,hazel,brown
2868552931,fair,combination,green,blonde
26335295667,lightMedium,dry,blue,blonde
518868937,lightMedium,dry,green,brown
2801274195,fair,dry,blue,blonde
966556203,mediumTan,combination,brown,black
6211402310,light,normal,blue,blonde
7188741709,lightMedium,normal,green,blonde
1780619690,light,normal,hazel,brown
6421946837,mediumTan,combination,brown,brown
5971378175,fair,combination,brown,brown
12879096471,lightMedium,combination,blue,blonde
5490985917,deep,combination,brown,black
2833610102,fair,normal,blue,blonde
1666008189,light,oily,green,blonde
1378528546,lightMedium,combination,hazel,brown
1415550,light,dry,hazel,blonde
1395005819,medium,normal,hazel,brunette
31509339034,light,oily,brown,black
5469679814,lightMedium,normal,hazel,brown
7334960523,mediumTan,combination,brown,black
1163926842,light,combination,brown,brunette
9403381299,lightMedium,combination,brown,brown
2136500009,medium,combination,hazel,brunette
1349122380,olive,combination,green,brunette
10213867662,fair,dry,green,brown
1428157178,light,combination,green,brunette
9075527849,medium,combination,brown,black
9001308166,medium,combination,green,brunette
6916700628,olive,combination,brown,blonde
23108493178,light,combination,brown,brunette
1313690258,light,combination,brown,black
6639362702,fair,dry,green,blonde
1111025354,fair,combination,brown,brunette
5168451517,light,normal,hazel,brunette
21256682662,lightMedium,combination,brown,blonde
6939031335,lightMedium,combination,brown,brown
1363801249,tan,combination,brown,brown
5946996909,medium,combination,green,brunette
1405921795,fair,combination,blue,brown
6638129939,dark,oily,brown,black
5097711088,tan,oily,brown,black
25137314493,light,normal,green,brown
1075028277,light,dry,brown,blonde
6929974047,fairLight,dry,brown,brown
1890085575,lightMedium,combination,green,brown
979810128,lightMedium,combination,green,blonde
22686594470,light,combination,green,blonde
7587496208,light,combination,blue,blonde
25595176744,light,normal,brown,brown
9413662293,medium,combination,brown,black
11749902692,medium,normal,hazel,black
1449353519,light,normal,brown,black
23120629968,light,normal,blue,gray
23097754271,fairLight,dry,green,brown
7178671075,fairLight,normal,blue,blonde
5471571245,lightMedium,oily,brown,brown
12544492953,fair,combination,blue,blonde
7715729898,lightMedium,combination,hazel,brown
1717021078,light,dry,brown,brown
5120350830,fair,combination,brown,black
22625960389,fair,dry,brown,brown
23988415035,light,combination,blue,brown
2553192271,fair,normal,brown,brown
1461023300,lightMedium,combination,blue,blonde
6283133448,fair,combination,hazel,gray
2384501649,mediumTan,normal,blue,brown
25596012402,light,combination,brown,brown
1309464844,fair,combination,blue,blonde
25676924609,lightMedium,normal,green,brown
6174615670,lightMedium,combination,brown,brown
5185664549,fairLight,combination,blue,brown
1778820246,fair,oily,brown,black
1173862976,mediumTan,combination,brown,brown
21243291536,light,combination,brown,brown
1331102871,medium,dry,green,auburn
2073954190,light,combination,brown,brown
1421351760,fair,oily,brown,blonde
1325705046,fair,normal,brown,black
5574474699,light,combination,green,blonde
2341782377,mediumTan,combination,brown,brown
1171600736,light,combination,brown,brown
1138591731,fair,combination,green,brown
1012661664,light,combination,green,brown
965890389,light,dry,brown,blonde
22842082765,fair,normal,brown,black
5536462883,fair,combination,blue,blonde
1681774515,fair,dry,green,brown
1373518949,light,dry,brown,brown
1458470757,lightMedium,combination,brown,brown
1473300248,light,combination,hazel,brown
5433810819,mediumTan,combination,brown,black
1862445312,light,combination,blue,brown
5674329935,lightMedium,combination,hazel,brown
1004646873,mediumTan,combination,hazel,brown
1688443418,light,normal,blue,blonde
1127693884,fair,combination,blue,blonde
5664303943,mediumTan,combination,hazel,brown
42827230979,fair,combination,hazel,brown
22961369768,fair,combination,green,blonde
5609467603,fair,combination,green,blonde
11922002831,light,combination,blue,brown
11608614513,fair,combination,green,brown
8574205061,light,combination,brown,brown
8632732577,light,dry,green,blonde
32266912593,tan,oily,green,black
5184586955,lightMedium,combination,brown,brown
968342080,fair,dry,hazel,blonde
7230858691,light,combination,blue,brown
6489204122,light,combination,green,blonde
2256102060,light,combination,brown,brown
7191901192,mediumTan,combination,brown,brown
5830915339,light,oily,blue,blonde
6668442409,tan,oily,brown,black
1576030531,lightMedium,combination,green,brown
1887655203,lightMedium,combination,hazel,brown
1013209626,fair,oily,blue,brown
2149685025,fair,combination,brown,brown
1350838256,fair,dry,green,brown
5783509162,mediumTan,combination,brown,brown
2246234040,light,dry,brown,brown
1538343334,fair,combination,hazel,brown
6650472574,light,combination,brown,blonde
907820404,fair,combination,hazel,red
5395863461,tan,combination,brown,black
6230070451,fair,oily,hazel,brown
5412408304,light,normal,blue,brown
11332127846,medium,combination,brown,brown
24117144012,fairLight,combination,blue,blonde
1767641504,lightMedium,dry,hazel,brown
2163895006,mediumTan,dry,hazel,brown
5706936934,light,combination,brown,brown
1461610922,light,combination,brown,black
7738635340,fair,dry,hazel,red
5219377185,fair,combination,blue,blonde
6649506445,fair,combination,green,blonde
2175810525,lightMedium,oily,brown,brown
2243444020,lightMedium,combination,blue,brown
5099607656,medium,dry,hazel,brown
5417791142,light,combination,brown,black
1683343213,fair,combination,brown,brown
6207745233,light,combination,brown,black
5972131576,light,dry,green,red
7570426606,light,dry,brown,brown
5903323988,light,combination,brown,brown
1595898873,fairLight,combination,blue,red
5391711970,medium,combination,brown,brown
2140891983,fair,combination,blue,brown
1296524172,light,normal,hazel,brown
2083589809,light,oily,green,brown
8944016739,fairLight,dry,hazel,blonde
7649785448,fair,dry,blue,brown
1050022556,mediumTan,combination,brown,brown
1453516593,fair,dry,brown,black
1733832022,light,dry,blue,brown
5864426638,tan,combination,brown,black
1414923351,lightMedium,combination,brown,black
6183205480,light,combination,brown,brown
2567163566,fair,combination,brown,blonde
2541330032,light,oily,brown,brown
5104690162,lightMedium,oily,brown,brown
1124816984,mediumTan,normal,brown,brown
8160044172,light,combination,green,blonde
10066014965,light,oily,brown,brown
919605475,fairLight,combination,blue,blonde
23986456280,light,oily,brown,black
5892409467,light,oily,brown,brown
1354201515,light,normal,blue,brown
24622250423,lightMedium,combination,brown,black
1804629537,medium,combination,brown,black
6479834562,light,combination,hazel,red
23783028966,fair,combination,green,brown
8119482413,light,combination,green,brown
2681757490,fairLight,combination,hazel,brown
22652227515,fair,combination,blue,blonde
1349132338,lightMedium,dry,brown,brown
5386723,lightMedium,combination,brown,gray
1407282863,lightMedium,dry,brown,brown
5185670474,lightMedium,combination,brown,blonde
12521677933,fair,dry,hazel,blonde
11175365976,fair,dry,blue,red
2182086426,light,combination,blue,auburn
6344425948,lightMedium,combination,brown,brown
5516046639,fair,combination,green,blonde
8599607519,lightMedium,combination,brown,brown
21520582446,light,combination,brown,black
5951216177,light,combination,hazel,brown
2549980238,fair,combination,green,blonde
11175376689,light,combination,brown,brown
2011392311,fair,combination,blue,blonde
2475940834,light,combination,hazel,brown
1418568991,light,combination,brown,brown
11813412989,fair,combination,brown,blonde
942724506,lightMedium,combination,brown,brown
8333412417,light,oily,hazel,brown
1959742135,lightMedium,combination,brown,blonde
5150824653,lightMedium,combination,hazel,brown
21276208444,light,combination,green,brown
1903513222,fair,dry,hazel,blonde
20189326451,light,combination,brown,blonde
5246065873,light,normal,green,blonde
2331632659,light,combination,blue,blonde
5733438725,light,combination,hazel,blonde
1720501146,fair,combination,blue,blonde
8379433622,lightMedium,oily,brown,black
1410642769,light,dry,brown,black
7328654493,tan,combination,brown,brown
1378116657,medium,combination,brown,black
2585812656,mediumTan,combination,brown,auburn
10977327476,tan,oily,brown,black
5784846518,lightMedium,combination,brown,brown
1442804214,lightMedium,combination,brown,brown
5050228827,mediumTan,oily,brown,brown
9285884620,deep,combination,brown,black
2573725473,mediumTan,combination,green,brown
31138107836,medium,dry,green,black
2265044275,light,combination,blue,blonde
2332031512,deep,oily,brown,black
9222355368,mediumTan,combination,brown,black
2595040471,tan,oily,brown,brown
8817601669,tan,oily,brown,black
1707513475,light,dry,brown,black
1017906626,light,dry,green,brown
1425225438,light,normal,green,blonde
1618165697,lightMedium,combination,brown,black
2369333501,light,combination,green,brown
1468610054,medium,dry,brown,brown
5239890704,light,normal,brown,brown
1956874182,light,combination,green,brown
969278737,fair,combination,brown,black
2808579529,deep,oily,brown,black
10304973710,lightMedium,combination,brown,brown
1857141074,deep,combination,brown,black
2416493038,deep,oily,brown,black
1403324716,rich,dry,green,brown
1890102152,tan,combination,brown,black
1342896277,lightMedium,oily,brown,brown
8222949400,tan,oily,brown,black
1092040341,lightMedium,dry,green,brown
941902001,light,combination,blue,blonde
1353294634,mediumTan,normal,brown,brown
996587979,light,normal,blue,blonde
1342896114,light,normal,blue,blonde
6235957205,tan,dry,brown,brown
902217941,light,combination,brown,brown
6836876012,deep,normal,brown,brown
1406645423,mediumTan,combination,brown,black
1598064093,lightMedium,combination,brown,brown
1506915451,mediumTan,normal,brown,brown
2412919274,deep,combination,brown,black
1318744031,fair,combination,green,blonde
7271686837,fairLight,dry,green,red
2019455417,fairLight,combination,blue,blonde
2036745159,fair,oily,green,brown
5538219847,light,combination,brown,black
7253707363,light,combination,blue,blonde
2061952725,fair,dry,green,brown
30342592486,deep,normal,brown,brown
1875892201,fair,dry,blue,brown
1457154204,light,combination,brown,brown
5819697976,fair,combination,brown,black
22635776541,fair,combination,hazel,brown
7616575622,light,combination,blue,brown
1784482206,light,combination,blue,red
1338033337,light,combination,brown,brown
1753284044,medium,dry,brown,black
2044623783,fair,combination,green,blonde
5459396629,lightMedium,normal,brown,black
7771507059,fairLight,combination,green,blonde
35899167084,light,normal,hazel,brown
34530657858,light,dry,blue,auburn
6446865206,light,combination,brown,brown
2679492611,rich,normal,brown,black
22319125761,deep,combination,brown,black
9172197232,fair,dry,brown,red
5271564795,fair,dry,green,blonde
5574908725,fair,combination,blue,blonde
12507439614,light,combination,green,brown
2237014008,light,normal,blue,brown
8126350928,lightMedium,dry,hazel,brown
1530892672,fair,dry,green,blonde
35488567812,light,dry,brown,brown
7016583802,fair,combination,green,red
22934329119,light,oily,hazel,brown
1441692905,light,dry,brown,blonde
6012828473,lightMedium,oily,hazel,brown
21880910421,light,dry,blue,brown
24480172914,light,dry,brown,brown
7778602233,lightMedium,combination,brown,black
7695354341,fair,dry,blue,brown
2547801560,fair,combination,brown,brown
5495014714,fair,combination,hazel,brown
6063312564,fair,dry,blue,brown
2420920840,tan,dry,brown,black
5992917297,fairLight,combination,blue,blonde
30112963014,fair,dry,green,red
9610616423,fairLight,dry,blue,blonde
23758058524,light,combination,brown,black
5165384233,light,combination,brown,brown
6766198241,fairLight,combination,hazel,brown
1043277852,fair,combination,green,blonde
1456687544,light,dry,brown,black
5622283443,fair,combination,green,blonde
2660442796,fair,combination,hazel,black
5124544680,fair,combination,brown,brown
2829338773,fair,oily,blue,blonde
12888462526,mediumTan,combination,brown,black
29934496010,fair,normal,brown,blonde
1366010515,fair,combination,brown,brown
22879810774,fair,normal,blue,blonde
5287615719,light,combination,hazel,brown
1932511997,medium,combination,green,brown
1931973245,lightMedium,dry,blue,blonde
9528453530,light,dry,brown,brown
6491841316,fair,combination,blue,brown
5120965729,lightMedium,oily,green,brown
7222071227,fairLight,combination,brown,brown
20357461907,light,combination,green,brown
6603343531,lightMedium,combination,brown,black
23056191901,fair,combination,blue,brown
11859252299,fairLight,oily,hazel,brown
27966400324,light,combination,blue,brown
23886557683,light,combination,green,blonde
5255413076,fair,combination,brown,red
2735303355,light,combination,brown,black
25577335303,fair,combination,green,blonde
8215889349,fairLight,combination,hazel,brown
393768540,lightMedium,dry,green,blonde
2720310272,lightMedium,oily,blue,blonde
2265523007,lightMedium,combination,brown,black
21327651133,lightMedium,dry,brown,red
5060164185,fair,combination,brown,brown
25228035153,fairLight,normal,blue,red
993847689,light,normal,blue,brown
22178284968,medium,combination,blue,brown
1580531556,light,combination,blue,blonde
6985646059,light,normal,blue,brown
22177266785,lightMedium,combination,brown,black
1329792892,fair,combination,brown,auburn
24958271132,fairLight,combination,green,brown
25282866823,fairLight,combination,brown,brown
6152126880,medium,combination,brown,brown
1390597383,fair,oily,green,blonde
10897042486,light,combination,green,black
7657057455,tan,dry,brown,brown
11651293810,fairLight,combination,blue,blonde
23119431395,lightMedium,normal,blue,auburn
9896651046,light,dry,brown,blonde
27829619285,medium,combination,brown,black
9538292281,light,combination,hazel,blonde
24072200264,light,dry,brown,brown
6137370080,light,dry,green,blonde
21039047445,lightMedium,dry,brown,brown
22310882475,fair,dry,blue,blonde
8102440962,fair,combination,brown,blonde
7542157282,mediumTan,combination,brown,blonde
10340624176,fairLight,oily,green,blonde
6455730726,light,combination,hazel,brown
1838670851,light,combination,brown,auburn
1631292087,light,combination,brown,brown
5611107480,light,dry,blue,auburn
22434975980,light,dry,blue,blonde
6893785923,fair,combination,green,brown
2412630503,light,combination,brown,brown
5063916402,tan,dry,brown,black
1444258625,lightMedium,oily,brown,brown
6205332893,light,dry,green,blonde
11299068202,fair,combination,hazel,brown
23637441398,fair,combination,hazel,brown
2653422458,light,combination,brown,brown
1563216267,light,oily,brown,brown
5414593424,lightMedium,combination,green,red
9421443177,lightMedium,combination,brown,black
24388647551,deep,combination,brown,brown
7861910014,lightMedium,oily,brown,brown
6604717003,fair,combination,blue,auburn
5332601603,lightMedium,combination,brown,brown
6761291615,light,combination,brown,brown
7724900273,fairLight,dry,green,blonde
8042595924,light,oily,brown,black
1419944922,lightMedium,combination,brown,brown
27579370742,medium,dry,brown,brown
22626527646,light,combination,green,auburn
6394745549,tan,combination,brown,black
5950013364,lightMedium,combination,brown,black
1960513076,medium,combination,hazel,blonde
5617835152,lightMedium,combination,blue,blonde
6523867532,medium,dry,brown,black
5073681416,light,oily,brown,black
25304152402,light,dry,brown,brown
24764501325,fair,combination,blue,blonde
1056458978,tan,oily,hazel,brown
25260004047,fair,combination,blue,red
9968200321,light,combination,brown,brown
21340701242,fair,normal,blue,blonde
2516631109,fairLight,combination,green,brown
27431698106,light,normal,hazel,brown
9561976176,lightMedium,combination,brown,black
22540100986,lightMedium,dry,brown,brown
21739412311,fairLight,normal,hazel,auburn
22288438954,light,normal,blue,blonde
27153308306,lightMedium,combination,brown,brown
1760534035,light,combination,brown,brown
23698775542,medium,normal,green,blonde
27712744397,fairLight,normal,hazel,brown
10806366528,lightMedium,combination,hazel,brown
5261734506,fair,combination,brown,brown
5247678001,lightMedium,combination,brown,brown
22117496814,lightMedium,normal,brown,brown
5245264219,light,dry,hazel,red
26583202762,fair,normal,green,auburn
11003207070,light,normal,hazel,gray
24546388173,lightMedium,normal,brown,auburn
28252192981,lightMedium,combination,brown,brown
10601743535,medium,combination,brown,brown
28162489424,fairLight,oily,hazel,blonde
27173639304,fair,oily,brown,black
12789641601,fair,combination,blue,blonde
22003821407,lightMedium,normal,brown,brown
25270457928,light,combination,brown,brown
10802628823,fairLight,combination,blue,brown
12120293921,fair,combination,green,brown
9266222364,light,oily,brown,black
7399627058,fair,combination,green,brown
21445691754,light,normal,blue,blonde
22024004800,light,oily,brown,black
1704031008,fair,dry,brown,brown
1389403809,light,combination,green,blonde
1382266165,mediumTan,normal,brown,brown
2683442563,light,dry,green,blonde
25100739163,light,combination,blue,brown
1550270227,lightMedium,normal,blue,gray
7268364514,lightMedium,combination,brown,brown
6716172850,light,combination,brown,brown
6551843506,fair,combination,green,blonde
1317214541,lightMedium,combination,brown,blonde
23890476652,lightMedium,combination,brown,brown
7700634580,lightMedium,dry,green,black
23857548111,fair,combination,brown,auburn
8605264019,lightMedium,normal,hazel,gray
5475166673,fairLight,combination,blue,blonde
8362305966,fair,combination,hazel,auburn
9456986654,fair,normal,brown,brown
2018163276,light,normal,green,brown
1938030386,fairLight,oily,green,brown
11935859260,fair,combination,blue,blonde
7191182875,medium,combination,hazel,blonde
981593115,light,combination,blue,auburn
2222994562,light,normal,blue,blonde
8240631188,light,combination,brown,brown
10431168981,lightMedium,dry,brown,black
10344148683,lightMedium,normal,brown,blonde
5660851179,lightMedium,combination,brown,brown
2416480872,lightMedium,combination,brown,brown
2377733741,light,combination,hazel,brown
5581821440,medium,combination,brown,black
5883198777,fair,normal,blue,blonde
1303326478,fair,normal,hazel,auburn
11289915952,lightMedium,dry,brown,brown
2299856313,medium,normal,brown,black
5188714645,fair,combination,hazel,brown
2565133307,light,combination,brown,brown
6383584355,lightMedium,combination,brown,brown
2086650074,light,combination,hazel,brown
2554233000,mediumTan,combination,brown,black
993064540,fair,normal,brown,brown
5379026976,lightMedium,oily,brown,brown
2521363798,light,combination,hazel,brown
5809842485,medium,combination,brown,brown
7470065827,fair,combination,green,blonde
7660333571,fair,normal,brown,blonde
7456796494,medium,combination,hazel,blonde
8742145711,fairLight,combination,blue,blonde
5362116067,light,combination,brown,black
1366713322,lightMedium,dry,brown,brown
7178406151,light,combination,brown,brown
2257875005,light,combination,brown,brown
1701274351,light,combination,brown,brown
1366391502,light,normal,brown,brown
1139630141,light,combination,brown,brown
5079640821,light,combination,brown,brown
29658005529,light,combination,brown,brown
7552179019,light,dry,brown,brown
24204481050,fair,combination,blue,blonde
21450732875,fair,combination,blue,blonde
2116350647,lightMedium,combination,brown,black
8323612466,lightMedium,combination,brown,brown
2526571758,light,combination,hazel,blonde
5632236384,light,combination,hazel,red
27042308382,fair,combination,hazel,brown
1307890997,fair,oily,brown,brown
5120351325,light,combination,brown,brown
21361006872,light,combination,green,blonde
5466941608,deep,combination,brown,black
10105072563,fair,combination,blue,blonde
1326817514,lightMedium,combination,brown,black
2500051433,fair,combination,blue,blonde
1356997568,light,combination,blue,brown
1842981012,lightMedium,normal,hazel,auburn
22393542230,mediumTan,oily,hazel,black
12791042654,light,combination,green,brown
1416053685,light,combination,brown,brown
12469226666,deep,combination,brown,black
7194901679,light,combination,brown,black
23941963305,fair,dry,green,brown
6778552962,mediumTan,combination,brown,black
1989730343,tan,oily,brown,black
6256455307,fair,dry,brown,brown
7590878121,fair,normal,green,black
2145241994,fair,dry,brown,brown
11868832397,light,combination,hazel,blonde
6159891144,lightMedium,combination,brown,auburn
6063990719,fair,combination,hazel,brown
1546810964,light,dry,hazel,blonde
24791877021,fair,dry,brown,blonde
6031147900,light,dry,green,auburn
8556068879,fair,combination,green,brown
5877089193,fair,combination,green,brown
1974100615,light,combination,green,brown
1219260874,light,combination,blue,blonde
7329583983,medium,dry,brown,brown
2184164595,fair,combination,brown,auburn
9635268525,fair,oily,brown,brown
22350175161,fair,combination,hazel,blonde
22879791841,light,normal,brown,brown
5808371099,medium,oily,brown,black
21445113980,light,oily,brown,brown
6129850393,fairLight,dry,green,blonde
23249440697,fair,combination,green,brown
7715709922,lightMedium,combination,brown,brown
8424125563,fair,dry,green,red
23734000271,lightMedium,combination,brown,black
11336115954,light,dry,brown,brown
1326812343,light,oily,brown,brown
2480976012,tan,combination,brown,black
21428508070,fair,combination,brown,brown
5229120498,fairLight,dry,blue,red
2328480616,lightMedium,dry,brown,black
2763409334,medium,combination,brown,brown
1469351382,fair,oily,blue,blonde
5702204420,light,dry,brown,brown
1992631611,fair,combination,blue,blonde
10742082738,mediumTan,combination,blue,blonde
7029417820,tan,combination,brown,brown
1831790396,light,combination,brown,black
2445286540,lightMedium,combination,hazel,brown
10524921202,lightMedium,normal,brown,black
6241707538,light,combination,hazel,brown
9627379313,mediumTan,combination,brown,blonde
1895476981,tan,normal,brown,black
1389603459,mediumTan,combination,brown,brown
8945102653,fair,combination,brown,black
7773229938,light,dry,brown,brown
6914363895,lightMedium,combination,Grey,brown
7456770825,fair,combination,green,brown
22319111192,fair,oily,hazel,auburn
1047976261,light,oily,green,brown
10274829531,light,normal,green,blonde
6030395537,lightMedium,combination,brown,brown
1635561058,lightMedium,combination,brown,brown
5903521536,fair,normal,blue,brown
1040369429,light,combination,green,blonde
8244863305,mediumTan,combination,brown,brown
5132787575,medium,oily,green,brown
8598444499,deep,combination,brown,black
10687779385,light,combination,blue,brown
1446251564,mediumTan,normal,brown,brown
21481995932,fair,normal,Grey,black
22743494793,fair,combination,blue,blonde
1938233565,mediumTan,oily,brown,brown
5535581588,lightMedium,combination,brown,brown
1092666073,lightMedium,normal,blue,blonde
2453170590,mediumTan,oily,brown,brown
21361010279,light,combination,hazel,brown
5113005162,fair,combination,hazel,blonde
33997611855,light,combination,brown,brown
1833335449,mediumTan,combination,brown,black
27075830115,fairLight,oily,brown,brown
7669555288,lightMedium,combination,brown,brown
6150443136,fairLight,oily,green,red
9601777268,light,combination,blue,blonde
22119274792,light,oily,hazel,brown
6539474704,light,combination,hazel,blonde
12540291249,light,combination,hazel,brown
12559569729,fair,combination,brown,brown
1612641667,lightMedium,normal,brown,black
10469561089,fair,oily,brown,brown
23427544005,deep,oily,brown,black
5820237366,light,dry,brown,black
6589181082,mediumTan,combination,brown,brown
2578831990,mediumTan,combination,brown,black
21269450335,light,combination,hazel,brown
5333966864,fair,combination,brown,brown
5422668711,light,combination,brown,brown
1668190525,fair,combination,green,blonde
8914461151,lightMedium,combination,brown,blonde
6686058081,lightMedium,dry,brown,black
22994054082,lightMedium,combination,brown,black
5202614133,light,combination,brown,brown
9530650661,light,combination,brown,red
11768136799,light,dry,green,blonde
7604266778,light,oily,brown,brown
830670853,lightMedium,combination,brown,brown
1243525075,lightMedium,combination,brown,blonde
12427436819,fair,combination,hazel,brown
11950295919,medium,oily,brown,brown
2670458340,light,combination,brown,black
6867298101,light,normal,hazel,brown
5399350790,lightMedium,combination,brown,black
1495143397,light,combination,brown,black
22689761851,deep,combination,brown,black
28056900381,light,dry,blue,blonde
28860651346,fair,combination,green,blonde
22394935727,deep,normal,brown,black
24239971124,fair,combination,blue,red
10412589554,light,normal,brown,brown
28690400397,fair,combination,brown,brown
6341243385,light,normal,blue,brown
6243515262,fair,oily,green,brown
419869901,lightMedium,combination,blue,blonde
8644321648,light,combination,green,auburn
20869990735,fair,dry,brown,brown
5790807810,light,oily,hazel,blonde
8676338326,deep,oily,brown,black
7104720809,light,combination,blue,brown
7213953169,lightMedium,oily,brown,brown
6088665534,light,oily,blue,auburn
10808146049,fair,combination,blue,blonde
1783226347,mediumTan,oily,brown,black
6161721251,rich,oily,brown,black
7456796260,tan,combination,brown,black
2396002995,lightMedium,combination,brown,brown
2210071388,fair,combination,brown,black
7250001955,lightMedium,oily,brown,black
7821691616,light,oily,brown,brown
6707782223,lightMedium,oily,brown,brown
8774602224,fair,combination,green,auburn
8870504723,light,oily,brown,blonde
5295820177,lightMedium,combination,blue,brown
5432165371,mediumTan,normal,brown,blonde
21393730011,lightMedium,combination,green,blonde
2260020123,mediumTan,combination,brown,black
6486997138,fair,oily,hazel,auburn
11923964721,fairLight,combination,blue,red
5179499053,tan,combination,brown,black
7770191085,mediumTan,oily,brown,brown
6017048303,lightMedium,oily,blue,black
5456886255,mediumTan,oily,brown,brown
2049744039,mediumTan,combination,brown,blonde
1461162961,medium,combination,brown,black
6187887454,fair,oily,brown,brown
5973938228,lightMedium,combination,brown,black
7598167614,light,oily,brown,brown
1097437571,mediumTan,combination,brown,brown
6025006741,tan,combination,brown,black
1515615059,rich,combination,brown,black
6358016901,light,normal,blue,blonde
5960071776,fair,normal,green,red
2380658878,light,combination,blue,blonde
27277146903,fair,combination,brown,brown
1572924930,lightMedium,normal,hazel,brown
1126182571,lightMedium,combination,brown,brown
1670630228,light,normal,hazel,blonde
1436106542,fair,combination,green,blonde
8052668865,lightMedium,combination,brown,brown
2211173851,light,combination,brown,brown
208967764,light,combination,brown,brown
5993092510,light,normal,hazel,brown
545468449,light,combination,brown,brown
1807151996,light,combination,brown,brown
23394046787,lightMedium,combination,blue,blonde
7688612437,fairLight,dry,green,red
1168331575,light,combination,green,red
8992687453,lightMedium,normal,brown,brown
5296031371,fair,dry,hazel,brown
1171687966,light,dry,blue,brown
1571642296,lightMedium,combination,green,black
1373671953,lightMedium,combination,brown,brown
1391670505,fairLight,combination,brown,gray
2851236780,light,combination,green,auburn
6548655231,mediumTan,oily,brown,brown
1488050693,mediumTan,dry,brown,black
1519415841,lightMedium,combination,brown,brown
6911589512,lightMedium,combination,hazel,gray
1737078824,fair,normal,brown,red
2491503140,light,combination,blue,blonde
1780794861,light,combination,brown,brown
1524823002,fair,combination,brown,blonde
12896745886,fair,combination,brown,brown
8613103180,lightMedium,combination,hazel,brown
2349354039,lightMedium,combination,blue,blonde
1471069172,fair,combination,blue,auburn
12460558206,light,dry,blue,auburn
1317186360,fair,combination,blue,auburn
1599608182,fair,normal,brown,brown
1177970194,mediumTan,combination,brown,brown
1306813642,lightMedium,combination,brown,brown
7866802,mediumTan,normal,hazel,black
2726403122,light,combination,brown,brown
5303893339,light,dry,brown,brown
1334995563,light,combination,brown,brown
7262489800,light,combination,brown,brown
1314991643,light,dry,brown,brown
1181335390,light,combination,brown,brown
1511548784,light,combination,brown,brown
7103943314,light,dry,brown,brown
2371012752,light,dry,brown,brown
1315016436,light,combination,brown,brown
5972160513,light,combination,brown,brown
1054238292,light,combination,brown,brown
1097891398,light,dry,brown,brown
1327609581,light,combination,brown,brown
1512585360,light,combination,brown,brown
1147711802,light,combination,brown,brown
1685321254,light,normal,brown,brown
2098715224,light,combination,brown,brown
5818882753,light,combination,brown,brown
1004630646,light,combination,brown,brown
1435971088,light,normal,brown,brown
1094888721,light,combination,brown,brown
1512838227,light,normal,brown,brown
1381171714,light,combination,brown,brown
1103170758,light,combination,brown,brown
2319018485,light,combination,brown,brown
5908974261,light,combination,brown,brown
2576577824,light,combination,brown,brown
1374271105,light,dry,brown,brown
1395340831,light,normal,brown,brown
1246629084,light,normal,brown,brown
5189414531,light,normal,brown,brown
5671654683,light,dry,brown,brown
1412315615,light,combination,brown,brown
1665292816,light,dry,brown,brown
6029269206,light,combination,brown,brown
5689087073,light,combination,brown,brown
37575046,light,combination,brown,brown
825270497,light,oily,brown,brown
1486893150,light,combination,brown,brown
2158432977,light,combination,brown,brown
1421403493,light,combination,brown,brown
997626010,light,normal,brown,brown
6449768377,light,combination,brown,brown
1746400709,light,combination,brown,brown
1094951581,light,combination,brown,brown
1921088335,light,dry,brown,brown
5182738665,light,combination,brown,brown
768269879,light,combination,brown,brown
1424071150,light,dry,brown,brown
1413352230,light,combination,brown,brown
1219129609,light,combination,brown,brown
940543381,light,dry,brown,brown
1830151911,light,combination,brown,brown
2059302425,light,combination,brown,brown
5930150699,light,combination,green,blonde
6047863010,light,combination,brown,brown
8820208709,light,combination,brown,black
6780452401,fair,normal,blue,brown
1312566556,medium,combination,brown,brown
921354071,lightMedium,combination,brown,blonde
5072531686,lightMedium,normal,hazel,brown
6292162260,fair,combination,green,brown
